Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.8.135-192.168.8.1-2572-53-6,192.168.8.135,2572,192.168.8.1,53,6,17/05/2023 08:27:53 PM,54943,4,5,34.0,59.0,32.0,0.0,8.5,15.695009822658072,59.0,0.0,11.8,26.385602134497518,1692.6633056076298,163.80612634912546,6867.875,11707.445048069687,28535.0,0.0,51920.0,17306.666666666668,29895.486320401837,51827.0,40.0,54309.0,13577.25,14215.003514479575,28535.0,0.0,0,0,0,0,80,124,72.80272282183354,91.00340352729192,0.0,59.0,9.299999999999999,20.12212712413874,404.9,0,1,0,0,0,0,0,0,1.0,10.333333333333334,8.5,11.8,0,0,0,0,0,0,4,34,5,59,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2570-53-6,192.168.8.135,2570,192.168.8.1,53,6,17/05/2023 08:27:53 PM,60619,4,5,34.0,62.0,32.0,0.0,8.5,15.695009822658072,62.0,0.0,12.4,27.727242920997394,1583.6618881868721,148.46830201751925,7577.375,13323.006952931351,34063.0,0.0,57479.0,19159.666666666668,33091.12210749786,57370.0,41.0,60382.0,15095.5,16327.71722154284,34063.0,0.0,0,0,0,0,80,124,65.98591200778634,82.48239000973292,0.0,62.0,9.600000000000001,20.950735866153565,438.93333333333334,0,1,0,0,0,0,0,0,1.0,10.666666666666666,8.5,12.4,0,0,0,0,0,0,4,34,5,62,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2575-53-6,192.168.8.135,2575,192.168.8.1,53,6,17/05/2023 08:27:54 PM,325895,4,5,46.0,106.0,44.0,0.0,11.5,21.68716978615083,106.0,0.0,21.2,47.40464112299554,466.40789211249023,27.616256769818502,40736.875,103129.0805079281,295510.0,34.0,323319.0,107773.0,186607.68990853513,323249.0,34.0,325642.0,81410.5,142849.5126266333,295510.0,2540.0,0,0,0,0,80,124,12.273891897697112,15.34236487212139,0.0,106.0,15.200000000000001,34.746062926450946,1207.288888888889,0,1,0,0,0,0,0,0,1.0,16.88888888888889,11.5,21.2,0,0,0,0,0,0,4,46,5,106,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2574-53-6,192.168.8.135,2574,192.168.8.1,53,6,17/05/2023 08:27:54 PM,417213,4,5,46.0,62.0,44.0,0.0,11.5,21.68716978615083,62.0,0.0,12.4,27.727242920997394,258.8605820048752,21.571715167072934,52151.62499999999,139666.0403697104,397506.0,0.0,414951.0,138317.0,239540.02865283287,414914.0,14.0,416800.0,104200.0,195686.6118925871,397506.0,0.0,0,0,0,0,80,124,9.587428963143527,11.984286203929408,0.0,62.0,10.8,22.65097496062072,513.0666666666667,0,1,0,0,0,0,0,0,1.0,12.0,11.5,12.4,0,0,0,0,0,0,4,46,5,62,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2573-53-6,192.168.8.135,2573,192.168.8.1,53,6,17/05/2023 08:27:54 PM,421704,4,5,46.0,74.0,44.0,0.0,11.5,21.68716978615083,74.0,0.0,14.8,33.09380606699689,284.5597860110409,21.34198395082807,52713.0,141242.4012267057,401974.0,0.0,419487.0,139829.0,242082.68467405924,419362.0,11.0,421268.0,105317.0,197918.9269254796,401974.0,0.0,0,0,0,0,80,124,9.48532620036803,11.856657750460037,0.0,74.0,11.999999999999998,25.768197453450252,664.0,0,1,0,0,0,0,0,0,1.0,13.333333333333334,11.5,14.8,0,0,0,0,0,0,4,46,5,74,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2578-53-6,192.168.8.135,2578,192.168.8.1,53,6,17/05/2023 08:27:56 PM,88434,4,5,55.0,115.0,53.0,0.0,13.75,26.183646295604692,115.0,0.0,23.0,51.42956348249516,1922.3375624759708,101.7708121310808,11054.25,21398.55005602015,61335.0,0.0,82534.0,27511.333333333332,47217.711002687676,82033.0,20.0,87407.0,21851.75,27683.9391269258,61335.0,0.0,0,0,0,0,80,124,45.231472058258134,56.53934007282267,0.0,115.0,17.0,38.2215762219311,1460.888888888889,0,1,0,0,0,0,0,0,1.0,18.88888888888889,13.75,23.0,0,0,0,0,0,0,4,55,5,115,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2577-53-6,192.168.8.135,2577,192.168.8.1,53,6,17/05/2023 08:27:56 PM,88595,4,5,55.0,311.0,53.0,0.0,13.75,26.183646295604692,311.0,0.0,62.2,139.08342820048694,4131.158643264293,101.58586827699081,11074.375,21395.601637035455,61335.0,0.0,82696.0,27565.333333333332,47347.48523769064,82237.0,27.0,87421.0,21855.25,27681.218872188412,61335.0,0.0,0,0,0,0,80,124,45.14927478977369,56.43659348721712,0.0,311.0,36.599999999999994,97.83114705109683,9570.933333333332,0,1,0,0,0,0,0,0,1.0,40.666666666666664,13.75,62.2,0,0,0,0,0,0,4,55,5,311,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2576-53-6,192.168.8.135,2576,192.168.8.1,53,6,17/05/2023 08:27:56 PM,96498,4,5,55.0,167.0,53.0,0.0,13.75,26.183646295604692,167.0,0.0,33.4,74.68467044849298,2300.5658148355406,93.26618168252192,12062.25,24151.13343539565,69371.0,0.0,90101.0,30033.666666666668,51693.54420363662,89724.0,45.0,96014.0,24003.5,31420.40524351439,69371.0,0.0,0,0,0,0,80,124,41.45163630334307,51.814545379178846,0.0,167.0,22.200000000000003,53.51386113273208,2863.733333333333,0,1,0,0,0,0,0,0,1.0,24.666666666666668,13.75,33.4,0,0,0,0,0,0,4,55,5,167,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2579-53-6,192.168.8.135,2579,192.168.8.1,53,6,17/05/2023 08:27:56 PM,86830,4,5,37.0,65.0,35.0,0.0,9.25,17.192537140670463,65.0,0.0,13.0,29.068883707497267,1174.709201888748,103.65081193136012,10853.75,19256.72891484948,56718.0,29.0,74451.0,24817.0,42846.63661245769,74292.0,29.0,86247.0,21561.75,23691.400808099126,56718.0,4970.0,0,0,0,0,80,124,46.06702752504894,57.58378440631118,0.0,65.0,10.2,22.144976857066254,490.40000000000003,0,1,0,0,0,0,0,0,1.0,11.333333333333334,9.25,13.0,0,0,0,0,0,0,4,37,5,65,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2582-53-6,192.168.8.135,2582,192.168.8.1,53,6,17/05/2023 08:27:56 PM,86450,4,5,35.0,63.0,33.0,0.0,8.75,16.194134740701646,63.0,0.0,12.6,28.17445651649735,1133.6032388663969,104.10641989589358,10806.25,19530.061134788375,56526.0,47.0,74321.0,24773.666666666668,42620.16580602818,73987.0,47.0,85809.0,21452.25,24471.170607812506,56526.0,192.0,0,0,0,0,80,124,46.26951995373048,57.8368999421631,0.0,63.0,9.8,21.347911685533397,455.73333333333335,0,1,0,0,0,0,0,0,1.0,10.88888888888889,8.75,12.6,0,0,0,0,0,0,4,35,5,63,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2580-53-6,192.168.8.135,2580,192.168.8.1,53,6,17/05/2023 08:27:56 PM,98280,4,5,37.0,53.0,35.0,0.0,9.25,17.192537140670463,53.0,0.0,10.6,23.70232056149777,915.7509157509157,91.57509157509156,12285.0,23680.113875208815,68604.0,0.0,85826.0,28608.666666666668,49475.45688857591,85738.0,27.0,98052.0,24513.0,30294.999004236106,68604.0,0.0,0,0,0,0,80,124,40.700040700040695,50.875050875050874,0.0,53.0,9.0,18.93849694845572,358.6666666666667,0,1,0,0,0,0,0,0,1.0,10.0,9.25,10.6,0,0,0,0,0,0,4,37,5,53,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2581-53-6,192.168.8.135,2581,192.168.8.1,53,6,17/05/2023 08:27:56 PM,98300,4,5,37.0,97.0,35.0,0.0,9.25,17.192537140670463,97.0,0.0,19.4,43.37971876349592,1363.1739572736521,91.55645981688708,12287.5,23565.62552896546,68412.0,0.0,85968.0,28656.0,49198.40986251487,85465.0,60.0,97912.0,24478.0,30207.20255170942,68412.0,0.0,0,0,0,0,80,124,40.691759918616484,50.8646998982706,0.0,97.0,13.4,31.344678797028518,982.488888888889,0,1,0,0,0,0,0,0,1.0,14.88888888888889,9.25,19.4,0,0,0,0,0,0,4,37,5,97,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2584-53-6,192.168.8.135,2584,192.168.8.1,53,6,17/05/2023 08:27:56 PM,99809,4,5,35.0,95.0,33.0,0.0,8.75,16.194134740701646,95.0,0.0,19.0,42.485291572496,1302.4877516055667,90.17222895730846,12476.125,23986.114759749173,69746.0,0.0,87995.0,29331.666666666668,50719.937030060806,87898.0,27.0,98467.0,24616.75,30953.2051477172,69746.0,0.0,0,0,0,0,80,124,40.076546203248206,50.095682754060256,0.0,95.0,13.000000000000002,30.601379780076,936.4444444444445,0,1,0,0,0,0,0,0,1.0,14.444444444444445,8.75,19.0,0,0,0,0,0,0,4,35,5,95,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2583-53-6,192.168.8.135,2583,192.168.8.1,53,6,17/05/2023 08:27:56 PM,105588,4,5,35.0,51.0,33.0,0.0,8.75,16.194134740701646,51.0,0.0,10.2,22.807893370497855,814.4864946774254,85.23695874531197,13198.500000000002,26167.546929082106,76042.0,0.0,93811.0,31270.333333333332,53980.861000296514,93602.0,28.0,104763.0,26190.75,34021.071679916255,76042.0,0.0,0,0,0,0,80,124,37.88309277569421,47.35386596961776,0.0,51.0,8.600000000000001,18.11813088225898,328.26666666666665,0,1,0,0,0,0,0,0,1.0,9.555555555555555,8.75,10.2,0,0,0,0,0,0,4,35,5,51,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2588-53-6,192.168.8.135,2588,192.168.8.1,53,6,17/05/2023 08:27:56 PM,52802,4,5,51.0,238.0,49.0,0.0,12.75,24.185050478894325,238.0,0.0,47.6,106.43683572898999,5473.277527366387,170.44808908753456,6600.25,11956.470367247064,32698.0,0.0,49373.0,16457.666666666668,28450.9552446545,49310.0,31.0,52586.0,13146.5,14863.858236227452,32698.0,0.0,0,0,0,0,80,124,75.75470626112647,94.69338282640808,0.0,238.0,28.900000000000002,75.05324036235137,5632.988888888889,0,1,0,0,0,0,0,0,1.0,32.111111111111114,12.75,47.6,0,0,0,0,0,0,4,51,5,238,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2586-53-6,192.168.8.135,2586,192.168.8.1,53,6,17/05/2023 08:27:56 PM,57995,4,5,51.0,238.0,49.0,0.0,12.75,24.185050478894325,238.0,0.0,47.6,106.43683572898999,4983.188205879817,155.18579187861022,7249.375,13740.910657464758,37799.0,0.0,55603.0,18534.333333333332,31990.69399580655,55474.0,48.0,57871.0,14467.75,17442.25827074388,37799.0,0.0,0,0,0,0,80,124,68.97146305716011,86.21432882145012,0.0,238.0,28.900000000000002,75.05324036235137,5632.988888888889,0,1,0,0,0,0,0,0,1.0,32.111111111111114,12.75,47.6,0,0,0,0,0,0,4,51,5,238,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2587-53-6,192.168.8.135,2587,192.168.8.1,53,6,17/05/2023 08:27:56 PM,71199,4,5,51.0,186.0,49.0,0.0,12.75,24.185050478894325,186.0,0.0,37.2,83.18172876299218,3328.6984367757973,126.40626975097965,8899.875,17763.152458610974,50634.0,0.0,67735.0,22578.333333333332,38972.62326727998,67580.0,24.0,70581.0,17645.25,23121.02776514631,50634.0,0.0,0,0,0,0,80,124,56.180564333768736,70.22570541721092,0.0,186.0,23.7,59.05186044674818,3487.1222222222223,0,1,0,0,0,0,0,0,1.0,26.333333333333332,12.75,37.2,0,0,0,0,0,0,4,51,5,186,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2591-53-6,192.168.8.135,2591,192.168.8.1,53,6,17/05/2023 08:27:57 PM,69039,4,5,33.0,61.0,31.0,0.0,8.25,15.195942440884233,61.0,0.0,12.2,27.280029325497434,1361.5492692536102,130.3611002476861,8629.875,17073.191880317598,48278.0,23.0,66182.0,22060.666666666668,38150.44149591632,66113.0,23.0,68573.0,17143.25,22116.074175057984,48278.0,112.0,0,0,0,0,80,124,57.93826677674937,72.42283347093671,0.0,61.0,9.400000000000002,20.554534509175557,422.4888888888889,0,1,0,0,0,0,0,0,1.0,10.444444444444445,8.25,12.2,0,0,0,0,0,0,4,33,5,61,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2592-53-6,192.168.8.135,2592,192.168.8.1,53,6,17/05/2023 08:27:57 PM,69161,4,5,33.0,49.0,31.0,0.0,8.25,15.195942440884233,49.0,0.0,9.8,21.91346617949794,1185.6393053888753,130.13114327438873,8645.125,17068.98045693666,48278.0,0.0,66337.0,22112.333333333332,38138.67394565958,66151.0,20.0,68573.0,17143.25,22145.52140388661,48278.0,0.0,0,0,0,0,80,124,57.83606367750611,72.29507959688263,0.0,49.0,8.2,17.2999678869323,299.2888888888889,0,1,0,0,0,0,0,0,1.0,9.11111111111111,8.25,9.8,0,0,0,0,0,0,4,33,5,49,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2593-53-6,192.168.8.135,2593,192.168.8.1,53,6,17/05/2023 08:27:57 PM,68787,4,5,33.0,83.0,31.0,0.0,8.25,15.195942440884233,83.0,0.0,16.6,37.11872842649651,1686.3651562068414,130.83867591259977,8598.375,16872.334277809423,48278.0,0.0,64513.0,21504.333333333332,37043.99656264606,64279.0,57.0,68137.0,17034.25,21862.371575761554,48278.0,0.0,0,0,0,0,80,124,58.15052262782212,72.68815328477764,0.0,83.0,11.6,26.89155175060665,723.1555555555556,0,1,0,0,0,0,0,0,1.0,12.88888888888889,8.25,16.6,0,0,0,0,0,0,4,33,5,83,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2596-53-6,192.168.8.135,2596,192.168.8.1,53,6,17/05/2023 08:27:57 PM,332699,4,5,38.0,114.0,36.0,0.0,9.5,17.69180601295413,114.0,0.0,22.8,50.98234988699521,456.86942251103847,27.051478964469382,41587.37500000001,109489.67143321589,312147.0,0.0,330028.0,110009.33333333333,190449.09361384035,329921.0,16.0,332522.0,83130.5,152880.18060014624,312147.0,0.0,0,0,0,0,80,124,12.02287953976417,15.028599424705213,0.0,114.0,15.200000000000001,36.49292168809362,1331.7333333333333,0,1,0,0,0,0,0,0,1.0,16.88888888888889,9.5,22.8,0,0,0,0,0,0,4,38,5,114,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2594-53-6,192.168.8.135,2594,192.168.8.1,53,6,17/05/2023 08:27:57 PM,333119,4,5,38.0,94.0,36.0,0.0,9.5,17.69180601295413,94.0,0.0,18.8,42.03807797699605,396.25479183114743,27.017372170305507,41639.875,109489.43105737583,312147.0,0.0,331164.0,110388.0,191117.0845921421,331071.0,34.0,332828.0,83207.0,152860.51035502923,312147.0,0.0,0,0,0,0,80,124,12.007720964580225,15.009651205725282,0.0,94.0,13.2,30.538864127898115,932.6222222222223,0,1,0,0,0,0,0,0,1.0,14.666666666666666,9.5,18.8,0,0,0,0,0,0,4,38,5,94,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-192.168.8.1-2595-53-6,192.168.8.135,2595,192.168.8.1,53,6,17/05/2023 08:27:57 PM,333028,4,5,38.0,70.0,36.0,0.0,9.5,17.69180601295413,70.0,0.0,14.0,31.304951684997057,324.29705610339073,27.02475467528256,41628.5,109473.61398855106,312147.0,0.0,330229.0,110076.33333333333,190587.65413408427,330148.0,33.0,332677.0,83169.25,152852.9675807768,312147.0,0.0,0,0,0,0,80,124,12.01100207790336,15.0137525973792,0.0,70.0,10.8,23.649289395009077,559.2888888888889,0,1,0,0,0,0,0,0,1.0,12.0,9.5,14.0,0,0,0,0,0,0,4,38,5,70,-1,1825,2,0,0,0,0,0,0,0,0,0,No Label
192.168.8.135-52.66.254.208-2590-443-6,192.168.8.135,2590,52.66.254.208,443,6,17/05/2023 08:27:56 PM,2483447,6,10,643.0,4974.0,517.0,0.0,107.16666666666666,207.00571650721793,1400.0,0.0,497.4,641.3467081072451,2261.77566905998,6.4426581279970945,165563.13333333333,432335.6923003676,1686891.0,0.0,554689.0,110937.8,148225.25040356655,287376.0,311.0,2483447.0,275938.55555555556,560981.9396573991,1738667.0,0.0,0,0,0,0,120,224,2.4159967979989103,4.026661329998184,0.0,1400.0,330.4117647058823,536.3790705769019,287702.5073529411,0,1,0,0,0,0,0,0,1.0,351.0625,107.16666666666667,497.4,0,0,0,0,0,0,6,643,10,4974,-1,55,2,0,0,0,0,0,0,0,0,0,No Label
